# 
# Header Description:
# 
# Version: v2.0.4.2 Platform: 8.1.0 Manufacturer: Xiaomi Model: MI 8
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData
# 
Nav,102,769,1,5,7,59,-114,-44,84,87,116,-65,-91,-120,69,-32
Nav,104,769,1,5,7,59,-114,-44,84,87,116,-65,-91,-120,69,-32
Nav,105,769,1,5,7,59,-114,-44,84,87,116,-65,-91,-120,69,-32
Nav,106,769,1,5,7,59,-114,-44,84,87,116,-65,-91,-120,69,-32
Fix,GPS,37.5252013,-122.3533475,138.252260,0.008552,4.000000,214.904373,1596754334000,0.000000,0.000000,3379362180167
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,8,0.0,16431,427951921823270,34,27.13509750366211,-494.1836936371401,0.007534675765782595,1,-1301928.0052660545,0.0037673378828912973,1.57542003E9,,,,0,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,10,0.0,16431,427951931079307,13,41.49835968017578,-52.91969817050267,0.0016119679203256965,1,-560697.7236196632,8.059839601628482E-4,1.57542003E9,,,,0,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,15,0.0,16431,427951919969537,50,22.436182022094727,672.6148255407934,0.9433133295068066,4,1987568.2091514412,3.4028234663852886E38,1.57542003E9,,,,0,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,18,0.0,16431,427951927772886,80,16.713085174560547,383.304564131113,1.1984805602827446,4,828524.4223728656,3.4028234663852886E38,1.57542003E9,,,,0,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,20,0.0,16431,427951931427202,26,30.587291717529297,256.1799621025566,0.005063547287136316,1,512612.2057445033,0.002531773643568158,1.57542003E9,,,,0,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,21,0.0,16431,427951928557400,17,35.57762908935547,-264.5971253599273,0.0030235301237553354,1,-1045237.548697767,0.001511765061877668,1.57542003E9,,,,0,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,24,0.0,16431,427951920155978,29,29.183300018310547,-271.2751032022061,0.005951884668320417,1,-692939.2965704801,0.0029759423341602087,1.57542003E9,,,,0,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,26,0.0,16,14469486,1000000000,7.0,481.0246587522497,2.99792458E8,4,23413.976874992764,3.4028234663852886E38,1.57542003E9,,,,1,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,27,0.0,16431,427951928743512,69,18.48668098449707,-157.1078889682642,1.1188985568403655,4,-1143110.5378331174,3.4028234663852886E38,1.57542003E9,,,,1,,1,,,,,,,,
Raw,1596754334000,3277067000000,,,-1280786274933291197,0.0,4.905762225599259,,,0,32,0.0,16431,427951925487234,9,45.80869674682617,-600.9754452614579,9.81385470367968E-4,1,-1956413.3615494135,4.90692735183984E-4,1.57542003E9,,,,0,,1,,,,,,,,
