FullBiasNanos,State,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,MultipathIndicator,AccumulatedDeltaRangeState,GpsTimeNanos,lat_chipset,lon_chipset,lat_span,lon_span,Cn0DbHz_Category_Medium,Cn0DbHz_Category_Strong,is_multipath
-6144.0,-0.8234104634233792,-0.3514239317373897,0.8394457071696528,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,True,0
-6144.0,-0.8234104634233792,0.10643840350990146,-0.11321032635800682,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,-0.8234104634233792,-0.5040447101531534,1.1843728917227712,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,True,0
-6144.0,-0.8234104634233792,0.6406111279650746,-0.7866395914379043,0.0,0.9375305016304427,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,-0.8234104634233792,-0.3514239317373897,0.7408950830116189,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,True,0
-6144.0,-0.8234104634233792,-0.04618237490586227,0.08389092195806055,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,1.4153809311451333,-0.5803550993610354,-0.5074128229901421,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,1.4153809311451333,-0.7329758777767991,0.0017654018263657631,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,1.4153809311451333,-0.809286266984681,1.1022473715910763,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,True,0
-6144.0,1.4153809311451333,-0.27511354252950787,-1.7064454169128855,0.0,-2.229644348075586,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,False,0
-6144.0,1.4153809311451333,-0.5803550993610354,-0.5731132390954977,0.0,1.513380474304266,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,1.4153809311451333,-0.6566654885689173,-0.11321032635800682,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,0.16588003220283856,8.347960437961143,-3.020453739020003,0.0,-2.229644348075586,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,False,0
-6144.0,1.4153809311451333,-0.3514239317373897,-1.2629676082017338,0.0,-2.229644348075586,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,False,0
-6144.0,0.16588003220283856,1.7089565768754207,-1.4107935444387847,0.0,0.9375305016304427,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,False,0
-6144.0,-0.8234104634233792,5.142924091230105,-2.4127248900454608,0.0,-2.229644348075586,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,False,0
-6144.0,0.16588003220283856,1.7089565768754207,-1.4272186484651235,0.0,0.9375305016304427,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,False,0
-6144.0,-1.0983497574931964,0.2590591819256652,-0.40886219883210817,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,-1.0983497574931964,-0.4277343209452716,0.9379963313276868,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,True,0
-6144.0,-1.0983497574931964,0.4879903495493108,-0.6716638632535317,0.0,-1.9417193617386743,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,-1.0983497574931964,0.8695422955887201,-0.9508906317012938,0.0,-0.7900194163910276,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,-1.0983497574931964,0.33536957113354704,-0.47456261493746377,0.0,-1.9417193617386743,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,-1.0983497574931964,-0.5803550993610354,1.4471745561441935,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,True,0
-6144.0,-1.0983497574931964,-0.5040447101531534,1.3486239319861606,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,True,0
-6144.0,-1.0983497574931964,-0.12249276411374414,0.2645670662477893,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,0.16588003220283856,0.030128014302019595,0.03461560987904356,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,0.16588003220283856,-0.04618237490586227,0.23171685819511093,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,0.16588003220283856,1.0984734632123658,-1.2136922961227168,0.0,1.513380474304266,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,False,0
-6144.0,0.16588003220283856,0.4879903495493108,-0.6059634471481755,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,0.16588003220283856,7.126994210635034,-2.757652074598579,0.0,-2.229644348075586,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,False,False,0
-6144.0,0.16588003220283856,0.2590591819256652,-0.392437094805769,0.0,0.3616805289566193,-1.7650464886560377,-1.4304645692507907,1.4622293418425116,-1.4311505366409702,1.4628685859376722,True,False,0
-6144.0,-0.8234104634233792,-0.5040447101531534,1.200797995749109,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,False,True,0
-6144.0,-0.8234104634233792,0.6406111279650746,-0.9016153196222769,0.0,-0.7900194163910276,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,True,False,0
-6144.0,-0.8234104634233792,-0.3514239317373897,0.7408950830116189,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,False,True,0
-6144.0,-0.8234104634233792,0.030128014302019595,-0.014659702199973427,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,True,False,0
-6144.0,-0.8234104634233792,-0.04618237490586227,0.14959133806341615,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,True,False,0
-6144.0,-0.8234104634233792,2.09050852291483,-1.690020312886547,0.0,-2.229644348075586,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,False,False,0
-6144.0,1.4153809311451333,-0.7329758777767991,-0.031084806226312035,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,True,False,0
-6144.0,1.4153809311451333,0.10643840350990146,-2.2648989538084106,0.0,-2.229644348075586,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,False,False,0
-6144.0,1.4153809311451333,-0.5803550993610354,-0.45813751091112515,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,True,False,0
-6144.0,1.4153809311451333,-0.27511354252950787,-1.6571701048338692,0.0,0.9375305016304427,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,False,False,0
-6144.0,1.4153809311451333,-0.5803550993610354,-0.6552387592271925,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,True,False,0
-6144.0,1.4153809311451333,-0.7329758777767991,-0.06393501427898983,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,True,False,0
-6144.0,-0.8234104634233792,-0.3514239317373897,0.7737452910642972,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,False,True,0
-6144.0,1.4153809311451333,-0.27511354252950787,-1.591469688728513,0.0,0.9375305016304427,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,False,False,0
-6144.0,1.4153809311451333,-0.809286266984681,1.0365469554857196,0.0,0.3616805289566193,-1.7630242612191616,-1.4304645692507907,1.4622293418425116,-1.4311504171716567,1.4628686174787435,False,True,0
