TimeNanos,FullBiasNanos,State,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,MultipathIndicator,AccumulatedDeltaRangeState,GpsTimeNanos,lat_chipset,lon_chipset,lat_span,lon_span,Position_Error_Meters,is_multipath
21092250000000,-1273508372192433389,23567,8,36.6,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,23567,14,30.8,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,23567,6,38.7,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,23567,21,26.7,0,27,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,23567,8,36.0,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,23567,12,32.0,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,81935,5,28.4,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,81935,3,31.5,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,81935,2,38.2,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,81935,9,21.1,0,16,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,81935,5,28.0,0,29,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,81935,4,30.8,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,122,13.1,0,16,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,81935,8,23.8,0,16,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,35,22.9,0,27,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,23567,80,16.8,0,16,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,35,22.8,0,27,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,16399,16,29.0,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,16399,7,37.2,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,16399,19,27.4,0,17,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,16399,24,25.7,0,21,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,16399,17,28.6,0,17,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,16399,5,40.3,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,16399,6,39.7,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,16399,11,33.1,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,13,31.7,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,12,32.9,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,27,24.1,0,29,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,19,27.8,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,106,14.7,0,16,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21092250000000,-1273508372192433389,49359,16,29.1,0,25,425464442433280,37.423584483333336,-122.0941221,37.423575955000004,-122.09413203666666,1.291996313052819,0
21093250000000,-1273508372192433391,23567,6,38.8,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,23567,21,26.0,0,21,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,23567,8,36.0,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,23567,13,31.4,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,23567,12,32.4,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,23567,40,21.2,0,16,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,81935,3,31.3,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,81935,14,17.7,0,16,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,81935,5,28.7,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,81935,9,21.4,0,27,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,81935,5,27.5,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,81935,3,31.1,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,23567,8,36.2,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,81935,9,21.8,0,27,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,81935,2,37.8,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,49359,46,20.3,0,16,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,49359,35,22.9,0,21,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,49359,27,24.3,0,21,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,16399,6,38.9,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,16399,14,30.4,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,16399,7,37.1,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,16399,24,25.6,0,21,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,16399,16,29.9,0,17,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,16399,19,27.1,0,21,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,16399,12,32.4,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,49359,61,18.1,0,16,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,49359,16,29.5,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,49359,16,29.0,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,49359,10,34.5,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,49359,11,33.4,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21093250000000,-1273508372192433391,16399,5,40.3,0,25,425465442433280,37.423584483333336,-122.0941221,37.42357596333333,-122.09413203333334,1.29111633409953,0
21094250000000,-1273508372192433395,23567,40,21.7,0,16,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,23567,35,22.1,0,16,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,23567,8,36.0,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,23567,13,31.6,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,23567,12,32.8,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,81935,6,25.1,0,16,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,23567,6,39.6,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,81935,18,15.2,0,16,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,81935,2,38.2,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,81935,9,21.0,0,29,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,81935,5,28.3,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,81935,3,31.3,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,81935,5,28.9,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,81935,3,31.6,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,23567,9,35.7,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,49359,13,31.9,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,49359,35,22.3,0,16,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,16399,16,29.1,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,16399,7,37.1,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,16399,24,25.6,0,29,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,16399,21,26.8,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,16399,16,29.6,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,16399,6,39.5,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,16399,6,38.9,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,49359,61,18.6,0,16,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,49359,35,22.1,0,16,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,49359,19,27.8,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,49359,9,35.1,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,49359,11,33.7,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,49359,27,24.1,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21094250000000,-1273508372192433395,16399,12,32.0,0,25,425466442433280,37.423584483333336,-122.09412198333332,37.42357597333333,-122.09413203166666,1.2972258943327426,0
21095250000000,-1273508372192433390,23567,27,24.7,0,16,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,23567,8,36.3,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,23567,13,31.4,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,23567,12,32.7,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,23567,40,21.7,0,16,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,81935,7,24.4,0,27,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,81935,9,21.4,0,29,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,81935,11,19.8,0,27,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,81935,2,38.2,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,81935,5,28.4,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,81935,3,31.9,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,81935,4,29.3,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,23567,6,39.2,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,81935,3,32.0,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,23567,9,35.8,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,49359,92,15.2,0,16,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,49359,61,18.3,0,16,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,16399,6,38.9,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,16399,17,28.2,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,16399,8,36.2,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,16399,21,26.2,0,21,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
21095250000000,-1273508372192433390,16399,16,29.8,0,25,425467442433280,37.423584483333336,-122.09412198333332,37.42357598666667,-122.09413203333334,1.2962455642574857,0
